# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "genomic.gff" "-o" "counts.txt" "-t" "gene" "-g" "ID" "-p" "-B" "SRR22805709.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR22805709.sorted.bam
gene-T240_RS0105605	NZ_AXNK01000022.1	117288	118097	-	810	1512
gene-T240_RS0105610	NZ_AXNK01000022.1	118572	118889	-	318	223
gene-T240_RS0105615	NZ_AXNK01000022.1	119135	119488	-	354	9881
gene-T240_RS0105620	NZ_AXNK01000022.1	119529	119723	-	195	5572
gene-T240_RS0105625	NZ_AXNK01000022.1	119843	120394	-	552	15070
gene-T240_RS0105630	NZ_AXNK01000022.1	120398	122326	-	1929	31421
gene-T240_RS0105635	NZ_AXNK01000022.1	122631	123626	+	996	1163
gene-T240_RS0105640	NZ_AXNK01000022.1	123621	124364	-	744	999
gene-T240_RS0105645	NZ_AXNK01000022.1	124613	125320	+	708	556
gene-T240_RS0105650	NZ_AXNK01000022.1	125451	126701	+	1251	344
gene-T240_RS0105655	NZ_AXNK01000022.1	126703	127725	+	1023	559
gene-T240_RS0105660	NZ_AXNK01000022.1	127810	129507	+	1698	1812
gene-T240_RS0105665	NZ_AXNK01000022.1	129519	131054	+	1536	880
gene-T240_RS0105670	NZ_AXNK01000022.1	131325	132050	+	726	1338
gene-T240_RS0105675	NZ_AXNK01000022.1	132156	132617	-	462	211
gene-T240_RS0105680	NZ_AXNK01000022.1	132687	135725	-	3039	2629
gene-T240_RS0105685	NZ_AXNK01000022.1	135990	136670	+	681	908
gene-T240_RS0105690	NZ_AXNK01000022.1	136883	137578	+	696	748
gene-T240_RS0105695	NZ_AXNK01000022.1	137766	138425	+	660	1140
gene-T240_RS0105700	NZ_AXNK01000022.1	138502	139476	+	975	898
gene-T240_RS0105705	NZ_AXNK01000022.1	139657	139842	+	186	268
gene-T240_RS0105710	NZ_AXNK01000022.1	140247	140639	+	393	5729
gene-T240_RS0105715	NZ_AXNK01000022.1	140842	141945	+	1104	11699
gene-T240_RS0105720	NZ_AXNK01000022.1	142026	143699	-	1674	693
gene-T240_RS0105725	NZ_AXNK01000022.1	144079	144456	-	378	364
gene-T240_RS0105730	NZ_AXNK01000022.1	144693	145451	-	759	198
gene-T240_RS0105735	NZ_AXNK01000022.1	145637	147991	-	2355	1389
gene-T240_RS0105740	NZ_AXNK01000022.1	148206	149894	+	1689	4535
gene-T240_RS0105745	NZ_AXNK01000022.1	150060	150794	+	735	628
gene-T240_RS0105750	NZ_AXNK01000022.1	151027	152397	+	1371	41668
gene-T240_RS0105755	NZ_AXNK01000022.1	152771	154108	-	1338	359
gene-T240_RS0105760	NZ_AXNK01000022.1	154458	155282	+	825	1158
gene-T240_RS0105765	NZ_AXNK01000022.1	155375	156610	-	1236	888
gene-T240_RS0105770	NZ_AXNK01000022.1	156594	157253	-	660	628
gene-T240_RS0105775	NZ_AXNK01000022.1	157611	158570	+	960	6612
gene-T240_RS0105780	NZ_AXNK01000022.1	158674	160461	+	1788	2115
gene-T240_RS0105785	NZ_AXNK01000022.1	160454	162175	+	1722	957
gene-T240_RS0105790	NZ_AXNK01000022.1	162246	163577	-	1332	156
gene-T240_RS0105795	NZ_AXNK01000022.1	163683	164777	-	1095	3793
gene-T240_RS0105800	NZ_AXNK01000022.1	164916	166181	-	1266	1398
gene-T240_RS0105805	NZ_AXNK01000022.1	166368	168308	+	1941	2081
gene-T240_RS0105810	NZ_AXNK01000022.1	168305	168802	+	498	630
gene-T240_RS0105815	NZ_AXNK01000022.1	169000	169545	+	546	4086
gene-T240_RS0105820	NZ_AXNK01000022.1	169719	170306	-	588	8053
gene-T240_RS0105830	NZ_AXNK01000022.1	170677	171597	+	921	1730
gene-T240_RS0105835	NZ_AXNK01000022.1	171705	172610	+	906	790
gene-T240_RS0105840	NZ_AXNK01000022.1	172818	173330	+	513	4150
gene-T240_RS0105845	NZ_AXNK01000022.1	173491	175137	+	1647	6485
gene-T240_RS0105850	NZ_AXNK01000022.1	175450	176304	+	855	1803
gene-T240_RS0105855	NZ_AXNK01000022.1	176370	177608	-	1239	296
gene-T240_RS0105860	NZ_AXNK01000022.1	177966	178232	+	267	2732
gene-T240_RS0105865	NZ_AXNK01000022.1	178410	180092	+	1683	1996
gene-T240_RS0105870	NZ_AXNK01000022.1	180171	181373	-	1203	4370
gene-T240_RS0105875	NZ_AXNK01000022.1	181550	183832	-	2283	97272
gene-T240_RS0105880	NZ_AXNK01000022.1	183915	184541	-	627	33574
gene-T240_RS0105885	NZ_AXNK01000022.1	184968	186119	-	1152	1881
gene-T240_RS0105890	NZ_AXNK01000022.1	186450	187535	-	1086	371
gene-T240_RS0105895	NZ_AXNK01000022.1	187574	190027	-	2454	1263
gene-T240_RS0105900	NZ_AXNK01000022.1	190008	190679	-	672	663
gene-T240_RS0105905	NZ_AXNK01000022.1	190953	192329	-	1377	473
gene-T240_RS0105910	NZ_AXNK01000022.1	192424	193902	+	1479	1040
gene-T240_RS0105915	NZ_AXNK01000022.1	193859	194443	-	585	3254
gene-T240_RS0105920	NZ_AXNK01000022.1	194466	195089	-	624	4472
gene-T240_RS0105925	NZ_AXNK01000022.1	195542	197806	+	2265	26841
gene-T240_RS0105930	NZ_AXNK01000022.1	197860	198840	+	981	12383
gene-T240_RS0105935	NZ_AXNK01000022.1	198850	200832	+	1983	15410
gene-T240_RS0105940	NZ_AXNK01000022.1	200919	201578	-	660	690
gene-T240_RS0105945	NZ_AXNK01000022.1	201578	202780	-	1203	1490
gene-T240_RS0105950	NZ_AXNK01000022.1	203213	203914	-	702	713
gene-T240_RS0105955	NZ_AXNK01000022.1	204036	205787	+	1752	1136
gene-T240_RS0105960	NZ_AXNK01000022.1	205920	206345	+	426	6440
gene-T240_RS0105965	NZ_AXNK01000022.1	206364	207023	+	660	14349
gene-T240_RS0105970	NZ_AXNK01000022.1	207013	208362	+	1350	3688
gene-T240_RS0105975	NZ_AXNK01000022.1	208647	208925	+	279	1444
gene-T240_RS0105980	NZ_AXNK01000022.1	209066	209581	-	516	360
gene-T240_RS0105985	NZ_AXNK01000022.1	209593	210300	-	708	384
gene-T240_RS0105990	NZ_AXNK01000022.1	210650	212344	+	1695	8033
gene-T240_RS26630	NZ_AXNK01000022.1	212726	212947	+	222	7040
gene-T240_RS0106000	NZ_AXNK01000022.1	213080	213328	-	249	888
gene-T240_RS0106005	NZ_AXNK01000022.1	213518	213964	+	447	950
gene-T240_RS0106010	NZ_AXNK01000022.1	214024	214620	-	597	87
gene-T240_RS0106015	NZ_AXNK01000022.1	214610	216352	-	1743	369
gene-T240_RS0106020	NZ_AXNK01000022.1	216715	217698	+	984	53
gene-T240_RS0106025	NZ_AXNK01000022.1	217720	219516	+	1797	161
gene-T240_RS0106030	NZ_AXNK01000022.1	219513	220283	+	771	122
gene-T240_RS0106035	NZ_AXNK01000022.1	220353	221030	+	678	33
gene-T240_RS0106040	NZ_AXNK01000022.1	221253	222413	+	1161	324
gene-T240_RS0106045	NZ_AXNK01000022.1	222423	224132	+	1710	255
gene-T240_RS0106050	NZ_AXNK01000022.1	224098	224745	+	648	114
gene-T240_RS0106055	NZ_AXNK01000022.1	224738	225349	+	612	55
gene-T240_RS0106060	NZ_AXNK01000022.1	225474	225953	+	480	1090
gene-T240_RS0106065	NZ_AXNK01000022.1	226166	227695	+	1530	586
gene-T240_RS0106070	NZ_AXNK01000022.1	227870	229531	+	1662	245
gene-T240_RS0106075	NZ_AXNK01000022.1	229613	230668	+	1056	70
gene-T240_RS0106080	NZ_AXNK01000023.1	34	109	+	76	14
gene-T240_RS0106085	NZ_AXNK01000023.1	382	2007	+	1626	955
gene-T240_RS0106090	NZ_AXNK01000023.1	2242	2317	+	76	82
gene-T240_RS0106095	NZ_AXNK01000023.1	2369	2444	+	76	136
gene-T240_RS0106100	NZ_AXNK01000023.1	2466	2541	+	76	3
gene-T240_RS0106105	NZ_AXNK01000023.1	2581	2656	+	76	105
gene-T240_RS0106110	NZ_AXNK01000023.1	2672	2747	+	76	1
gene-T240_RS0106115	NZ_AXNK01000023.1	2882	4318	-	1437	3111
gene-T240_RS0106120	NZ_AXNK01000023.1	4887	4963	-	77	2
gene-T240_RS0106125	NZ_AXNK01000023.1	4995	5111	-	117	0
gene-T240_RS0106130	NZ_AXNK01000023.1	5169	5244	-	76	1
gene-T240_RS0106135	NZ_AXNK01000024.1	5	80	-	76	71
gene-T240_RS0106140	NZ_AXNK01000024.1	237	782	-	546	1490
gene-T240_RS0106145	NZ_AXNK01000024.1	910	1974	+	1065	5912
gene-T240_RS0106150	NZ_AXNK01000024.1	2099	2956	+	858	2990
gene-T240_RS0106155	NZ_AXNK01000024.1	3126	4541	+	1416	1193
gene-T240_RS0106160	NZ_AXNK01000024.1	4807	6687	+	1881	498
gene-T240_RS0106165	NZ_AXNK01000024.1	6844	7731	+	888	306
gene-T240_RS0106170	NZ_AXNK01000024.1	7814	9346	-	1533	13928
gene-T240_RS0106180	NZ_AXNK01000024.1	9895	10329	+	435	1426
gene-T240_RS0106185	NZ_AXNK01000024.1	10554	11018	+	465	2744
gene-T240_RS0106190	NZ_AXNK01000024.1	11215	12252	+	1038	3053
gene-T240_RS0106195	NZ_AXNK01000024.1	12331	13152	+	822	3214
gene-T240_RS0106200	NZ_AXNK01000024.1	13179	14324	+	1146	552
gene-T240_RS0106205	NZ_AXNK01000024.1	14401	15357	-	957	1103
gene-T240_RS0106210	NZ_AXNK01000024.1	15505	16140	-	636	2169
gene-T240_RS0106215	NZ_AXNK01000024.1	16162	16536	-	375	293
gene-T240_RS0106220	NZ_AXNK01000024.1	16546	17517	-	972	903
gene-T240_RS0106225	NZ_AXNK01000024.1	17956	19755	+	1800	9784
gene-T240_RS0106230	NZ_AXNK01000024.1	19755	20495	+	741	3031
gene-T240_RS0106235	NZ_AXNK01000024.1	20498	20881	+	384	822
gene-T240_RS0106240	NZ_AXNK01000024.1	20893	21270	+	378	1120
gene-T240_RS0106245	NZ_AXNK01000024.1	21372	22775	-	1404	441
gene-T240_RS0106250	NZ_AXNK01000024.1	23044	23610	-	567	5337
gene-T240_RS0106255	NZ_AXNK01000024.1	23644	24666	+	1023	1048
gene-T240_RS0106260	NZ_AXNK01000024.1	25374	26588	+	1215	294
gene-T240_RS0106270	NZ_AXNK01000024.1	26839	27336	+	498	156
gene-T240_RS0106275	NZ_AXNK01000024.1	27419	27982	-	564	3823
gene-T240_RS0106280	NZ_AXNK01000024.1	28282	29925	-	1644	3221
gene-T240_RS0106285	NZ_AXNK01000024.1	30003	30293	-	291	509
gene-T240_RS0106290	NZ_AXNK01000024.1	30523	31905	+	1383	358
gene-T240_RS0106295	NZ_AXNK01000024.1	32000	32962	-	963	7299
gene-T240_RS0106300	NZ_AXNK01000024.1	33247	34155	-	909	1039
gene-T240_RS0106305	NZ_AXNK01000024.1	34271	34783	-	513	6021
gene-T240_RS0106310	NZ_AXNK01000024.1	34974	35663	+	690	941
gene-T240_RS0106315	NZ_AXNK01000024.1	35663	37066	+	1404	1301
gene-T240_RS0106320	NZ_AXNK01000024.1	37139	37747	+	609	2160
gene-T240_RS0106325	NZ_AXNK01000024.1	37859	38338	+	480	396
gene-T240_RS0106330	NZ_AXNK01000024.1	38409	38927	-	519	1011
gene-T240_RS0106335	NZ_AXNK01000024.1	39387	40838	+	1452	29670
gene-T240_RS0106340	NZ_AXNK01000024.1	41014	42321	+	1308	10679
gene-T240_RS0106345	NZ_AXNK01000024.1	42482	44323	+	1842	4892
gene-T240_RS0106350	NZ_AXNK01000024.1	44518	45147	+	630	1065
gene-T240_RS0106355	NZ_AXNK01000024.1	45151	46896	-	1746	788
gene-T240_RS0106360	NZ_AXNK01000024.1	47343	47606	+	264	3078
gene-T240_RS0106365	NZ_AXNK01000024.1	47619	49346	+	1728	42193
gene-T240_RS0106370	NZ_AXNK01000024.1	49455	49937	+	483	1173
gene-T240_RS0106375	NZ_AXNK01000024.1	50115	50492	+	378	117
gene-T240_RS0106380	NZ_AXNK01000024.1	50510	51895	+	1386	787
gene-T240_RS0106385	NZ_AXNK01000024.1	51983	55414	-	3432	438
gene-T240_RS0106395	NZ_AXNK01000024.1	56957	58783	+	1827	13906
gene-T240_RS0106400	NZ_AXNK01000024.1	58816	59445	+	630	2719
gene-T240_RS0106405	NZ_AXNK01000024.1	59683	61635	+	1953	45488
gene-T240_RS0106410	NZ_AXNK01000024.1	61941	62390	+	450	656
gene-T240_RS0106415	NZ_AXNK01000024.1	62452	62910	+	459	569
gene-T240_RS0106420	NZ_AXNK01000024.1	62925	64268	+	1344	2615
gene-T240_RS0106425	NZ_AXNK01000024.1	64399	65286	+	888	2914
gene-T240_RS0106430	NZ_AXNK01000024.1	65426	66394	+	969	6588
gene-T240_RS0106435	NZ_AXNK01000024.1	66418	66714	+	297	1249
gene-T240_RS0106440	NZ_AXNK01000024.1	66842	67999	-	1158	93
gene-T240_RS0106445	NZ_AXNK01000024.1	67996	69561	-	1566	232
gene-T240_RS0106450	NZ_AXNK01000024.1	70050	71039	+	990	845
gene-T240_RS0106460	NZ_AXNK01000024.1	72181	72257	-	77	0
gene-T240_RS0106465	NZ_AXNK01000025.1	1	264	-	264	11593
gene-T240_RS0106470	NZ_AXNK01000025.1	368	443	-	76	1422
gene-T240_RS0106475	NZ_AXNK01000025.1	457	531	-	75	0
gene-T240_RS0106480	NZ_AXNK01000025.1	567	651	-	85	56
gene-T240_RS0106485	NZ_AXNK01000025.1	688	763	-	76	123
gene-T240_RS0106495	NZ_AXNK01000025.1	970	1893	+	924	949
gene-T240_RS0106500	NZ_AXNK01000025.1	1900	2865	-	966	769
gene-T240_RS0106505	NZ_AXNK01000025.1	2862	3905	-	1044	622
gene-T240_RS0106510	NZ_AXNK01000025.1	4006	4434	+	429	87
gene-T240_RS0106515	NZ_AXNK01000025.1	4509	5849	+	1341	3979
gene-T240_RS26815	NZ_AXNK01000026.1	1	189	+	189	0
gene-T240_RS0106525	NZ_AXNK01000026.1	186	1319	-	1134	304
gene-T240_RS0106530	NZ_AXNK01000026.1	1469	2371	-	903	4842
gene-T240_RS0106535	NZ_AXNK01000026.1	2417	2902	-	486	982
gene-T240_RS0106540	NZ_AXNK01000026.1	3047	3403	+	357	120
gene-T240_RS0106545	NZ_AXNK01000026.1	3407	3739	+	333	263
gene-T240_RS0106550	NZ_AXNK01000026.1	3774	4061	-	288	175
gene-T240_RS0106555	NZ_AXNK01000026.1	4357	4707	+	351	422
gene-T240_RS0106560	NZ_AXNK01000026.1	4727	5863	+	1137	3198
gene-T240_RS0106565	NZ_AXNK01000026.1	5896	6597	+	702	686
gene-T240_RS0106570	NZ_AXNK01000026.1	6594	6797	+	204	169
gene-T240_RS0106575	NZ_AXNK01000026.1	6925	7944	-	1020	3669
gene-T240_RS0106580	NZ_AXNK01000026.1	7997	8875	-	879	3942
gene-T240_RS0106585	NZ_AXNK01000026.1	9487	10029	+	543	3016
gene-T240_RS0106595	NZ_AXNK01000026.1	10470	11873	+	1404	0
gene-T240_RS0106600	NZ_AXNK01000026.1	11873	14200	+	2328	0
gene-T240_RS0106605	NZ_AXNK01000026.1	14215	16407	+	2193	0
gene-T240_RS0106610	NZ_AXNK01000026.1	16407	16910	+	504	0
gene-T240_RS0106615	NZ_AXNK01000026.1	17072	17536	+	465	0
gene-T240_RS0106620	NZ_AXNK01000026.1	17575	18231	+	657	0
gene-T240_RS0106625	NZ_AXNK01000026.1	18497	19615	+	1119	0
gene-T240_RS0106635	NZ_AXNK01000026.1	20064	21506	-	1443	0
gene-T240_RS0106640	NZ_AXNK01000026.1	21510	21791	-	282	0
gene-T240_RS0106645	NZ_AXNK01000026.1	22114	22668	+	555	0
gene-T240_RS0106650	NZ_AXNK01000026.1	23171	24475	-	1305	0
gene-T240_RS0106655	NZ_AXNK01000026.1	24792	25346	-	555	0
gene-T240_RS0106665	NZ_AXNK01000026.1	26189	27595	+	1407	0
gene-T240_RS0106670	NZ_AXNK01000026.1	27860	28525	+	666	0
gene-T240_RS0106680	NZ_AXNK01000026.1	29441	30511	-	1071	1948
gene-T240_RS0106685	NZ_AXNK01000026.1	30513	30749	-	237	1305
gene-T240_RS0106690	NZ_AXNK01000026.1	31010	32461	+	1452	8378
gene-T240_RS0106695	NZ_AXNK01000026.1	32478	32828	+	351	2194
gene-T240_RS0106700	NZ_AXNK01000026.1	32829	33401	+	573	1399
gene-T240_RS0106705	NZ_AXNK01000026.1	33454	33897	+	444	1231
gene-T240_RS0106710	NZ_AXNK01000026.1	33966	35168	-	1203	2725
gene-T240_RS0106715	NZ_AXNK01000026.1	35598	36851	+	1254	4685
gene-T240_RS0106720	NZ_AXNK01000026.1	36956	37582	-	627	6155
gene-T240_RS0106725	NZ_AXNK01000026.1	37763	38803	+	1041	35856
gene-T240_RS0106730	NZ_AXNK01000026.1	38933	39580	+	648	2710
gene-T240_RS0106735	NZ_AXNK01000026.1	39661	40506	-	846	3181
gene-T240_RS0106740	NZ_AXNK01000026.1	40559	41134	-	576	2144
gene-T240_RS0106745	NZ_AXNK01000026.1	41491	43935	+	2445	30552
gene-T240_RS0106750	NZ_AXNK01000026.1	44150	45925	+	1776	1021
gene-T240_RS0106755	NZ_AXNK01000026.1	45991	47241	-	1251	1162
gene-T240_RS0106760	NZ_AXNK01000026.1	47250	47972	-	723	1429
gene-T240_RS0106765	NZ_AXNK01000026.1	48031	48495	+	465	497
gene-T240_RS0106770	NZ_AXNK01000026.1	48500	49255	-	756	1902
gene-T240_RS0106775	NZ_AXNK01000026.1	49294	50052	+	759	3098
gene-T240_RS0106780	NZ_AXNK01000026.1	50311	51897	+	1587	2751
gene-T240_RS0106785	NZ_AXNK01000026.1	51894	52580	+	687	554
gene-T240_RS0106790	NZ_AXNK01000026.1	52592	53437	-	846	888
gene-T240_RS0106795	NZ_AXNK01000026.1	53524	53862	-	339	296
gene-T240_RS0106800	NZ_AXNK01000026.1	54052	54363	-	312	67
gene-T240_RS0106805	NZ_AXNK01000026.1	54420	55736	-	1317	1373
gene-T240_RS0106810	NZ_AXNK01000026.1	55812	56771	-	960	1682
gene-T240_RS0106815	NZ_AXNK01000026.1	56819	60298	-	3480	3993
gene-T240_RS26820	NZ_AXNK01000026.1	60381	61016	-	636	335
gene-T240_RS26825	NZ_AXNK01000026.1	61026	62165	-	1140	1331
gene-T240_RS0106830	NZ_AXNK01000026.1	62276	63064	-	789	4054
gene-T240_RS0106835	NZ_AXNK01000026.1	63066	63518	-	453	1855
gene-T240_RS0106840	NZ_AXNK01000026.1	63690	64721	-	1032	2199
gene-T240_RS0106845	NZ_AXNK01000026.1	64728	65237	-	510	909
gene-T240_RS0106850	NZ_AXNK01000026.1	65251	67665	-	2415	10358
gene-T240_RS0106855	NZ_AXNK01000026.1	67710	69068	-	1359	8202
gene-T240_RS0106860	NZ_AXNK01000026.1	69068	70273	-	1206	1652
gene-T240_RS0106865	NZ_AXNK01000026.1	70325	71167	-	843	1109
gene-T240_RS0106870	NZ_AXNK01000026.1	71180	71935	-	756	2763
gene-T240_RS0106875	NZ_AXNK01000026.1	72032	72589	-	558	4516
gene-T240_RS0106880	NZ_AXNK01000026.1	72686	73417	-	732	2273
gene-T240_RS0106885	NZ_AXNK01000026.1	73566	74411	-	846	16087
gene-T240_RS0106890	NZ_AXNK01000026.1	74543	75271	-	729	20867
gene-T240_RS0106895	NZ_AXNK01000026.1	75669	76547	+	879	12471
gene-T240_RS0106900	NZ_AXNK01000026.1	76661	79285	+	2625	7302
gene-T240_RS0106905	NZ_AXNK01000026.1	79428	79811	+	384	820
gene-T240_RS0106910	NZ_AXNK01000026.1	79894	80661	-	768	359
gene-T240_RS0106915	NZ_AXNK01000026.1	80667	80981	-	315	451
gene-T240_RS0106920	NZ_AXNK01000026.1	81061	82098	+	1038	766
gene-T240_RS24465	NZ_AXNK01000026.1	82112	82411	+	300	131
gene-T240_RS0106925	NZ_AXNK01000026.1	82371	82856	-	486	3255
gene-T240_RS0106935	NZ_AXNK01000026.1	83752	84039	+	288	158
gene-T240_RS0106940	NZ_AXNK01000026.1	84042	84485	+	444	606
gene-T240_RS0106945	NZ_AXNK01000026.1	84616	86202	-	1587	5894
gene-T240_RS26830	NZ_AXNK01000026.1	86480	86632	-	153	82
gene-T240_RS24475	NZ_AXNK01000026.1	86697	86822	-	126	16
gene-T240_RS0106955	NZ_AXNK01000026.1	86826	87086	-	261	0
gene-T240_RS0106960	NZ_AXNK01000026.1	87209	87904	+	696	450
gene-T240_RS0106965	NZ_AXNK01000026.1	88016	89731	+	1716	15154
gene-T240_RS0106970	NZ_AXNK01000026.1	89895	90563	+	669	3199
gene-T240_RS0106975	NZ_AXNK01000026.1	90675	90881	+	207	418
gene-T240_RS0106980	NZ_AXNK01000026.1	90881	91072	+	192	161
gene-T240_RS0106985	NZ_AXNK01000026.1	91159	92523	-	1365	120
gene-T240_RS0106990	NZ_AXNK01000026.1	92912	95458	+	2547	1015
gene-T240_RS0106995	NZ_AXNK01000026.1	95599	96342	-	744	866
gene-T240_RS0107000	NZ_AXNK01000026.1	96404	96883	-	480	297
gene-T240_RS0107005	NZ_AXNK01000026.1	96960	98885	+	1926	2689
gene-T240_RS0107010	NZ_AXNK01000026.1	98887	99951	-	1065	3309
gene-T240_RS0107015	NZ_AXNK01000026.1	100074	100307	-	234	480
gene-T240_RS0107020	NZ_AXNK01000026.1	100484	100717	-	234	64
gene-T240_RS0107025	NZ_AXNK01000026.1	100740	101744	-	1005	398
gene-T240_RS0107030	NZ_AXNK01000026.1	101900	103123	-	1224	5296
gene-T240_RS0107035	NZ_AXNK01000026.1	103157	103753	-	597	1858
gene-T240_RS0107040	NZ_AXNK01000026.1	103761	104393	-	633	2436
gene-T240_RS0107045	NZ_AXNK01000026.1	104393	105178	-	786	4046
gene-T240_RS0107050	NZ_AXNK01000026.1	105168	106412	-	1245	16976
gene-T240_RS0107055	NZ_AXNK01000026.1	106418	107758	-	1341	33058
gene-T240_RS0107065	NZ_AXNK01000026.1	108232	108540	-	309	515
gene-T240_RS0107075	NZ_AXNK01000026.1	110010	110579	+	570	1514
gene-T240_RS0107080	NZ_AXNK01000026.1	110579	111124	+	546	1284
gene-T240_RS0107085	NZ_AXNK01000026.1	111196	112548	+	1353	465
gene-T240_RS0107090	NZ_AXNK01000026.1	112635	113294	-	660	69
gene-T240_RS0107095	NZ_AXNK01000026.1	113291	113875	-	585	349
gene-T240_RS0107110	NZ_AXNK01000026.1	114690	115286	-	597	313
gene-T240_RS0107115	NZ_AXNK01000026.1	115610	116410	+	801	19023
gene-T240_RS0107120	NZ_AXNK01000026.1	116519	117409	+	891	2417
gene-T240_RS0107125	NZ_AXNK01000026.1	117406	118005	+	600	1351
gene-T240_RS0107130	NZ_AXNK01000026.1	118005	119216	+	1212	2206
gene-T240_RS0107135	NZ_AXNK01000026.1	119250	120170	-	921	1045
gene-T240_RS0107140	NZ_AXNK01000026.1	120480	120908	-	429	327
gene-T240_RS0107145	NZ_AXNK01000026.1	120943	121752	-	810	1122
gene-T240_RS0107150	NZ_AXNK01000026.1	121852	122955	-	1104	1507
gene-T240_RS0107155	NZ_AXNK01000026.1	123216	123671	-	456	266
gene-T240_RS0107160	NZ_AXNK01000026.1	123836	125173	+	1338	6990
gene-T240_RS24490	NZ_AXNK01000026.1	125522	125710	+	189	1371
gene-T240_RS0107165	NZ_AXNK01000026.1	125745	127892	-	2148	1618
gene-T240_RS0107170	NZ_AXNK01000026.1	127892	131566	-	3675	1429
gene-T240_RS0107180	NZ_AXNK01000026.1	131894	135385	-	3492	3314
gene-T240_RS0107185	NZ_AXNK01000026.1	135639	137462	+	1824	948
gene-T240_RS0107190	NZ_AXNK01000026.1	137538	138512	-	975	253
gene-T240_RS0107195	NZ_AXNK01000026.1	138622	139548	+	927	348
gene-T240_RS0107200	NZ_AXNK01000026.1	139677	139973	+	297	79
gene-T240_RS0107205	NZ_AXNK01000026.1	140306	141337	+	1032	6506
gene-T240_RS0107210	NZ_AXNK01000026.1	141413	142468	-	1056	243
gene-T240_RS0107215	NZ_AXNK01000026.1	142525	143895	-	1371	173
gene-T240_RS0107225	NZ_AXNK01000026.1	144790	145644	+	855	2695
gene-T240_RS0107230	NZ_AXNK01000026.1	145695	147212	+	1518	2255
gene-T240_RS0107235	NZ_AXNK01000026.1	147372	148163	+	792	3146
gene-T240_RS0107240	NZ_AXNK01000026.1	148342	149901	+	1560	1958
gene-T240_RS0107245	NZ_AXNK01000026.1	150181	151128	+	948	1189
gene-T240_RS0107250	NZ_AXNK01000026.1	151205	152389	-	1185	102
gene-T240_RS0107255	NZ_AXNK01000026.1	152575	153126	+	552	1240
gene-T240_RS0107260	NZ_AXNK01000026.1	153196	153528	-	333	264
gene-T240_RS0107265	NZ_AXNK01000026.1	153705	154703	+	999	748
gene-T240_RS0107270	NZ_AXNK01000026.1	154793	156181	-	1389	700
gene-T240_RS0107275	NZ_AXNK01000026.1	156252	157322	-	1071	50
gene-T240_RS0107280	NZ_AXNK01000026.1	157535	158560	+	1026	478
gene-T240_RS0107285	NZ_AXNK01000026.1	158634	159698	-	1065	92
gene-T240_RS0107290	NZ_AXNK01000026.1	159708	160868	-	1161	98
gene-T240_RS0107295	NZ_AXNK01000026.1	160978	162030	-	1053	115
gene-T240_RS0107300	NZ_AXNK01000026.1	162115	163134	-	1020	258
gene-T240_RS0107305	NZ_AXNK01000026.1	163514	164500	+	987	1114
gene-T240_RS0107310	NZ_AXNK01000026.1	164848	167946	+	3099	754
gene-T240_RS0107315	NZ_AXNK01000026.1	167950	168402	+	453	26
gene-T240_RS0107320	NZ_AXNK01000026.1	168481	169914	+	1434	660
gene-T240_RS0107325	NZ_AXNK01000026.1	169962	170882	-	921	146
gene-T240_RS0107330	NZ_AXNK01000026.1	170995	172134	+	1140	130
gene-T240_RS0107335	NZ_AXNK01000026.1	172248	173360	+	1113	699
gene-T240_RS0107340	NZ_AXNK01000026.1	173508	174521	-	1014	7226
gene-T240_RS0107345	NZ_AXNK01000026.1	174543	175484	-	942	1722
gene-T240_RS0107350	NZ_AXNK01000026.1	175487	176455	-	969	1610
gene-T240_RS0107355	NZ_AXNK01000026.1	176467	177918	-	1452	5149
gene-T240_RS0107360	NZ_AXNK01000026.1	177931	179139	-	1209	3941
gene-T240_RS0107365	NZ_AXNK01000026.1	179152	179670	-	519	1947
gene-T240_RS0107370	NZ_AXNK01000026.1	179667	180104	-	438	1213
gene-T240_RS0107375	NZ_AXNK01000026.1	180133	181401	-	1269	4061
gene-T240_RS0107380	NZ_AXNK01000026.1	181429	181653	-	225	278
gene-T240_RS0107385	NZ_AXNK01000026.1	181666	183129	-	1464	7527
gene-T240_RS0107390	NZ_AXNK01000026.1	183137	183892	-	756	6973
gene-T240_RS0107395	NZ_AXNK01000026.1	183906	185219	-	1314	26918
gene-T240_RS0107400	NZ_AXNK01000026.1	185282	185770	-	489	7996
gene-T240_RS26835	NZ_AXNK01000026.1	185770	185943	-	174	842
gene-T240_RS0107410	NZ_AXNK01000026.1	186273	186998	+	726	3489
gene-T240_RS0107415	NZ_AXNK01000026.1	187146	188837	+	1692	2609
gene-T240_RS0107420	NZ_AXNK01000026.1	188893	189102	-	210	42
gene-T240_RS0107425	NZ_AXNK01000026.1	189201	190127	+	927	602
gene-T240_RS0107430	NZ_AXNK01000026.1	190328	192418	-	2091	128560
gene-T240_RS0107435	NZ_AXNK01000026.1	192635	194014	-	1380	1050
gene-T240_RS0107440	NZ_AXNK01000026.1	194151	196499	+	2349	1486
gene-T240_RS0107445	NZ_AXNK01000026.1	196543	197523	-	981	2431
gene-T240_RS0107450	NZ_AXNK01000026.1	197615	198220	+	606	1382
gene-T240_RS0107455	NZ_AXNK01000026.1	198308	199027	-	720	3426
